log_packs_per_capita,log_real_price,real_sales_tax
4.879813211605191,4.5687102187737825,2.808339725517589
4.418817719351066,4.823203133550049,7.039404008241526
4.51681763347977,4.772295663743916,4.545779744634922
5.039740575385948,4.7140440160422905,0
4.589820899926199,4.806553656998725,0
4.270845041517668,4.732353855858765,5.407740851575755
4.792025643641972,4.9893078197758225,8.311399856438019
4.541894213854164,4.918883934896801,5.263453640170287
4.7522614652393536,4.708067937365781,5.277991519448772
4.5347129795103704,4.767684633862963,4.524867497088122
4.593011067613724,4.797599526563132,0
4.630273287391854,4.730508882069521,6.4162219500160145
4.611471928250095,4.821198565562574,0
4.778910680885009,4.6285182770696185,4.874393897797392
4.517200930723973,4.752006069823866,4.454475091459141
4.813933305904357,4.7248183877051755,8.348890131349101
4.442788755653601,4.822441979972663,7.034048254682821
3.970561713002954,4.861009784378189,6.150217577488331
4.751410941540193,4.6729701735280775,5.095958649788247
4.808769681310007,4.764862477275381,4.512115841884834
4.366183910964155,4.954804125093944,9.280222110542647
4.54846160776759,4.8275407288724,5.9477817676358145
4.713716151578446,4.7575662123834075,6.5921971267549475
4.651708016100537,4.584621277526121,0
4.6159660400774145,4.643604104389694,0.9216974840424176
4.709917232262049,4.746542830458385,5.485019287031451
4.276029391723956,4.869992095071573,6.205706746072784
4.04057990663119,4.928169423341579,9.036307365366657
4.413802926578055,4.698749053171465,0
4.37540715992409,4.96444253261934,8.10728335939927
4.824037394855608,4.688236867850707,0
4.533400832676245,4.81359804866429,6.972115506610589
4.579592083963981,4.632184418740829,0.9392490972085913
4.526144251976115,4.830358931757976,5.96456480237616
4.31548323646036,4.76960258839662,5.61297184861548
4.422029201758285,4.86933061028045,7.371717579100142
4.899765903207728,4.619074123924854,4.828575938589357
4.48586219782295,4.744646881860534,5.47462899235759
5.151253573316538,4.562128990738118,5.421916581965982
4.655636394354683,4.701406665892354,4.234689623268891
4.338866539338015,4.9590427471267144,6.783683470223248
4.349936573445613,4.804589711031777,5.812827952671069
4.629567925529747,4.863035454504837,7.325460617989086
4.3992309414421,5.062834553673419,8.945540594597635
4.418181321131897,4.97387271419044,9.458882727308419
4.8077050638026,4.636371845636682,0.9110343533967332
4.659492172487467,4.709916783736536,7.264490539052887
4.467740562687186,4.629905573661402,0
4.800227489845941,4.589256904312334,3.785433906972023
4.379610827572372,4.837451292256766,7.140422761215816
4.469014853004035,4.783629369350707,5.6922594839050955
5.0520123103447,4.694507363127798,0
4.386657998435324,4.892296901828191,7.54297847083263
4.169279926803251,4.749976149488344,5.503882515328639
4.538240706572933,4.909442113145517,8.868655918326903
4.2601036286479035,4.980699134321551,5.599079741788317
4.712948712484493,4.689994045911222,5.1834529363424044
4.688408770173221,4.715253796308209,5.316053721778355
4.523480042019187,4.827263379381234,0
4.560623443348599,4.750072212760936,6.542977062848764
4.528286983009019,4.9923557375365855,9.635335011754332
4.682897122761319,4.607914107761528,4.774989952471139
4.576968538109917,4.702851699928354,4.240814665684417
4.806640995732763,4.697056526643205,8.120296884335225
4.29154525631648,4.867949974456394,7.3615500587520195
3.8973599812722233,4.7770274366998855,5.65480085711794
4.657638067987411,4.694624927566343,5.207513815058823
4.806761180113337,4.74709090745576,5.488025488887196
4.182522121867978,5.0555825446437215,10.264219423950047
4.526844759300969,4.883861496989558,6.292378474180446
4.749866303946447,4.693760084709657,6.184710891646391
4.72062283098336,4.644678964827301,0
